Sequence,Customer_ID,Occu,Salary,total_asset,Loan_Type,Loan_Amount,Amount_Paid,Pay_now,Pay_now_total,Num_Missed_Pay,Total_Installments
5095,NEKOR380096600,Judge/Attorney,64803,4293187,Occupational Loans,12618,1402,5,7010,8,9
5096,NEKOR394877006,Househusband/Housewife/Unemployed,3759,112893,Occupational Loans,3420,285,5,1425,6,12
5097,NEKOR996903309,Retired,3771,9017921,Personal loan,3585,199,12,2388,3,18
5098,NEKOR964035936,Judge/Attorney,25989,4546758,Personal loan,20320,846,19,16074,4,24
5099,NEKOR215543511,Politician/Family Member or Close Asscociates,11328,8642927,Vehicle loan,9568,797,12,9564,10,12
5100,NEKOR119481733,Judge/Attorney,17957,847194,Vehicle loan,14599,4866,3,14598,0,3
5101,NEKOR090980164,Teacher/Instructor,17359,1902566,Occupational Loans,6054,504,5,2520,3,12
5102,NEKOR624683462,Charity Officer,21185,983827,Personal loan,4182,232,3,696,1,18
5103,NEKOR397757803,Agent/Insurance Broker,24651,133250,Vehicle loan,5989,665,8,5320,2,9
5104,NEKOR098443622,Tour Guide,3815,3326528,Vehicle loan,3236,89,8,712,10,36
5105,NEKOR497562731,Teacher/Instructor,11967,3587169,Occupational Loans,6720,186,31,5766,0,36
5106,NEKOR458364322,Business Owner/Personal Business,303860,2993211,Personal loan,248574,20714,6,124284,5,12
5107,NEKOR256476810,Police/Military,7551,1214217,Vehicle loan,6030,167,13,2171,0,36
5108,NEKOR691298126,Docter/Nurse/Pharmacist,20285,1682164,Personal loan,18413,767,17,13039,2,24
5109,NEKOR231923111,Business Owner/Personal Business,190256,3439638,Vehicle loan,148476,24746,4,98984,6,6
5110,NEKOR774327924,Retired,19759,6241182,Occupational Loans,18024,1502,8,12016,8,12
5111,NEKOR566814514,Tour Guide,69932,4587154,Occupational Loans,41693,1158,5,5790,10,36
5112,NEKOR969300263,Househusband/Housewife/Unemployed,6366,14481,Vehicle loan,6322,2107,3,6321,3,3
5113,NEKOR036286305,Charity Officer,7529,829865,Vehicle loan,5192,288,10,2880,9,18
5114,NEKOR425036761,Police/Military,21859,248370,Personal loan,20997,583,36,20988,1,36
5115,NEKOR889336198,Street Vendor,24284,2837722,Vehicle loan,10949,1824,5,9120,4,6
5116,NEKOR431753206,Street Vendor,4342,453584,Occupational Loans,3875,161,9,1449,4,24
5117,NEKOR382249853,Househusband/Housewife/Unemployed,8968,165355,Personal loan,3084,85,34,2890,9,36
5118,NEKOR831476253,Charity Officer,17292,545956,Personal loan,5768,320,14,4480,3,18
5119,NEKOR090527991,Retired,39304,7608458,Vehicle loan,38398,6399,5,31995,1,6
5120,NEKOR446194712,Employee,15982,97932,Vehicle loan,10694,594,7,4158,4,18
5121,NEKOR761477326,Other,58969,1663796,Occupational Loans,34712,1446,20,28920,1,24
5122,NEKOR878292107,Student,23907,5732,Vehicle loan,23325,2591,6,15546,8,9
5123,NEKOR414306235,Employee,29704,140762,Vehicle loan,5061,1687,3,5061,4,3
5124,NEKOR476521315,Tour Guide,30572,2600122,Vehicle loan,12243,1020,9,9180,6,12
5125,NEKOR826548891,Retired,4378,1165665,Occupational Loans,3197,177,9,1593,3,18
5126,NEKOR787891091,Business Owner/Personal Business,163258,9481972,Vehicle loan,132509,7361,12,88332,5,18
5127,NEKOR968646021,Student,30009,141046,Personal loan,9158,1017,7,7119,0,9
5128,NEKOR041463616,Business Owner/Personal Business,78057,3669346,Vehicle loan,47417,3951,4,15804,10,12
5129,NEKOR720188507,Judge/Attorney,146756,3109434,Vehicle loan,135390,7521,5,37605,10,18
5130,NEKOR524268795,Househusband/Housewife/Unemployed,3237,152847,Occupational Loans,3156,526,6,3156,5,6
5131,NEKOR235666971,Judge/Attorney,27643,1801479,Personal loan,13488,1498,6,8988,6,9
5132,NEKOR984623053,Charity Officer,9230,331047,Personal loan,8227,914,3,2742,9,9
5133,NEKOR434237001,Business Owner/Personal Business,24826,4458380,Personal loan,21215,589,26,15314,4,36
5134,NEKOR171014756,Agent/Insurance Broker,11410,275500,Personal loan,4140,172,3,516,1,24
5135,NEKOR249725202,Agent/Insurance Broker,16824,69632,Occupational Loans,15811,1756,8,14048,10,9
5136,NEKOR518669304,Street Vendor,27455,4670739,Personal loan,25099,8366,3,25098,10,3
5137,NEKOR177950664,Employee,17788,120465,Personal loan,12060,1340,9,12060,9,9
5138,NEKOR079249712,Business Owner/Personal Business,184934,8928942,Personal loan,172005,9555,16,152880,2,18
5139,NEKOR804945872,Agent/Insurance Broker,33750,479671,Vehicle loan,18073,753,15,11295,9,24
5140,NEKOR698376823,Politician/Family Member or Close Asscociates,8933,5644360,Vehicle loan,4581,127,15,1905,6,36
5141,NEKOR577304196,Other,10836,127887,Vehicle loan,9681,3227,3,9681,9,3
5142,NEKOR213677788,Lawyer/Accountant,15765,5570571,Vehicle loan,10816,1201,5,6005,4,9
5143,NEKOR165858888,Judge/Attorney,3946,3971833,Occupational Loans,3780,420,9,3780,8,9
5144,NEKOR212760490,Judge/Attorney,9450,3471558,Occupational Loans,4353,483,4,1932,6,9
5145,NEKOR602323549,Charity Officer,26659,917416,Occupational Loans,5361,297,8,2376,7,18
5146,NEKOR031901170,Street Vendor,27777,2752244,Vehicle loan,18624,2069,4,8276,5,9
5147,NEKOR147973929,Politician/Family Member or Close Asscociates,17542,8463188,Personal loan,13916,1159,11,12749,10,12
5148,NEKOR351705104,Agent/Insurance Broker,7205,382676,Personal loan,7087,295,8,2360,3,24
5149,NEKOR519150502,Househusband/Housewife/Unemployed,7450,87712,Vehicle loan,5955,248,10,2480,7,24
5150,NEKOR980236558,Street Vendor,46054,1740396,Vehicle loan,39997,2222,12,26664,4,18
5151,NEKOR218139689,Charity Officer,9578,597894,Personal loan,4442,740,6,4440,7,6
5152,NEKOR809344774,Docter/Nurse/Pharmacist,39842,133783,Vehicle loan,11779,3926,3,11778,2,3
5153,NEKOR390608779,Business Owner/Personal Business,97950,9471225,Personal loan,53942,8990,6,53940,8,6
5154,NEKOR978991923,Tour Guide,27141,1545726,Occupational Loans,18952,789,7,5523,9,24
5155,NEKOR364928773,Docter/Nurse/Pharmacist,9371,1224304,Personal loan,6811,756,8,6048,6,9
5156,NEKOR655401991,Agent/Insurance Broker,15448,358505,Personal loan,6069,1011,5,5055,9,6
5157,NEKOR679730015,Police/Military,7591,712595,Personal loan,4369,242,16,3872,8,18
5158,NEKOR048538535,Lawyer/Accountant,50586,4195091,Vehicle loan,37807,3150,4,12600,4,12
5159,NEKOR980704247,Lawyer/Accountant,70748,2482910,Occupational Loans,26579,1107,11,12177,2,24
5160,NEKOR733376690,Agent/Insurance Broker,12587,357703,Personal loan,11090,1848,5,9240,9,6
5161,NEKOR094566204,Politician/Family Member or Close Asscociates,22026,9487835,Personal loan,4557,506,6,3036,6,9
5162,NEKOR830596919,Retired,9581,8425105,Personal loan,5267,1755,3,5265,8,3
5163,NEKOR367743255,Docter/Nurse/Pharmacist,26414,1873093,Personal loan,16498,687,9,6183,1,24
5164,NEKOR764031027,Employee,66673,174841,Vehicle loan,9623,801,11,8811,10,12
5165,NEKOR684699871,Lawyer/Accountant,68757,3481066,Occupational Loans,10891,1815,6,10890,10,6
5166,NEKOR297870323,Teacher/Instructor,4682,540248,Personal loan,4598,766,5,3830,2,6
5167,NEKOR301899381,Teacher/Instructor,18458,1197429,Occupational Loans,17715,5905,3,17715,1,3
5168,NEKOR269073549,Charity Officer,9832,264916,Occupational Loans,8961,2987,3,8961,9,3
5169,NEKOR478917094,Lawyer/Accountant,14360,9430027,Occupational Loans,10356,1150,8,9200,2,9
5170,NEKOR333036999,Other,84232,3086033,Vehicle loan,41942,2330,4,9320,5,18
5171,NEKOR035277910,Retired,25742,2800091,Occupational Loans,24638,8212,3,24636,6,3
5172,NEKOR971363714,Teacher/Instructor,6312,4480866,Personal loan,5684,631,3,1893,6,9
5173,NEKOR944235073,Employee,25026,156937,Occupational Loans,18151,1008,15,15120,1,18
5174,NEKOR890389721,Employee,9748,52518,Occupational Loans,9367,3122,3,9366,10,3
5175,NEKOR062466321,Street Vendor,27709,4096011,Personal loan,26815,1117,9,10053,8,24
5176,NEKOR581914813,Teacher/Instructor,9279,4728665,Occupational Loans,6708,1118,5,5590,4,6
5177,NEKOR098955371,Other,31279,4969369,Occupational Loans,9436,1572,4,6288,2,6
5178,NEKOR590685944,Agent/Insurance Broker,17192,114077,Occupational Loans,8038,223,19,4237,7,36
5179,NEKOR644735568,Judge/Attorney,115589,694364,Vehicle loan,72918,3038,14,42532,3,24
5180,NEKOR122768050,Househusband/Housewife/Unemployed,5268,92968,Vehicle loan,4694,260,14,3640,3,18
5181,NEKOR601181114,Charity Officer,5987,311268,Occupational Loans,4132,344,4,1376,2,12
5182,NEKOR598361687,Student,21130,167386,Occupational Loans,6806,756,4,3024,9,9
5183,NEKOR309232925,Lawyer/Accountant,36509,3146260,Vehicle loan,21163,1175,13,15275,2,18
5184,NEKOR566230620,Other,61976,98500,Personal loan,15350,2558,3,7674,10,6
5185,NEKOR189700972,Politician/Family Member or Close Asscociates,8229,4963146,Occupational Loans,3803,422,8,3376,5,9
5186,NEKOR104704969,Employee,29320,84766,Personal loan,26738,742,13,9646,0,36
5187,NEKOR983555465,Politician/Family Member or Close Asscociates,4123,9004782,Occupational Loans,3818,424,4,1696,2,9
5188,NEKOR082608693,Business Owner/Personal Business,59627,2180266,Personal loan,56496,2354,4,9416,10,24
5189,NEKOR471285833,Politician/Family Member or Close Asscociates,18404,5650836,Occupational Loans,5749,638,6,3828,0,9
5190,NEKOR920764863,Business Owner/Personal Business,82857,66240,Occupational Loans,71267,3959,15,59385,7,18
5191,NEKOR042340994,Judge/Attorney,111842,4697415,Occupational Loans,27458,1144,9,10296,1,24
5192,NEKOR110166515,Retired,8808,7848014,Personal loan,5586,155,32,4960,0,36
5193,NEKOR579741693,Tour Guide,24591,3689857,Personal loan,4515,188,14,2632,2,24
5194,NEKOR125494342,Househusband/Housewife/Unemployed,6798,176426,Personal loan,4445,1481,3,4443,1,3
5195,NEKOR363839242,Employee,9342,15993,Occupational Loans,7621,423,17,7191,3,18
5196,NEKOR012769226,Lawyer/Accountant,30494,5584935,Personal loan,25311,4218,6,25308,9,6
5197,NEKOR969995580,Agent/Insurance Broker,16963,65688,Occupational Loans,10107,1684,4,6736,10,6
5198,NEKOR948515983,Business Owner/Personal Business,96721,8158342,Personal loan,83007,13834,4,55336,9,6
5199,NEKOR321387766,Retired,39858,3276076,Vehicle loan,27062,9020,3,27060,1,3
5200,NEKOR467099879,Charity Officer,3206,446932,Vehicle loan,3174,176,4,704,2,18
5201,NEKOR355596172,Charity Officer,9508,718795,Personal loan,6349,705,6,4230,4,9
5202,NEKOR844568410,Charity Officer,3805,593662,Occupational Loans,3582,199,17,3383,6,18
5203,NEKOR727171383,Street Vendor,75860,1746444,Personal loan,70383,5865,6,35190,2,12
5204,NEKOR315923966,Agent/Insurance Broker,21529,477697,Personal loan,8244,687,6,4122,10,12
5205,NEKOR479531064,Househusband/Housewife/Unemployed,5717,191896,Personal loan,4805,266,5,1330,1,18
5206,NEKOR039908716,Househusband/Housewife/Unemployed,4593,83632,Personal loan,4206,467,4,1868,10,9
5207,NEKOR194266460,Politician/Family Member or Close Asscociates,4202,1339352,Occupational Loans,3646,1215,3,3645,9,3
5208,NEKOR984405796,Tour Guide,6231,3730970,Vehicle loan,5718,317,18,5706,4,18
5209,NEKOR510490205,Charity Officer,21081,402333,Occupational Loans,6411,178,27,4806,6,36
5210,NEKOR969344142,Police/Military,4093,1202783,Vehicle loan,3741,1247,3,3741,4,3
5211,NEKOR347228403,Lawyer/Accountant,16240,5055647,Vehicle loan,7285,1214,6,7284,2,6
5212,NEKOR212938596,Street Vendor,21425,4731188,Vehicle loan,14286,1190,3,3570,9,12
5213,NEKOR277957044,Teacher/Instructor,22868,359563,Vehicle loan,20400,566,29,16414,0,36
5214,NEKOR093204676,Other,9318,152605,Personal loan,9258,1028,5,5140,9,9
5215,NEKOR850840591,Business Owner/Personal Business,361262,7513393,Vehicle loan,28620,9540,3,28620,4,3
5216,NEKOR108591786,Agent/Insurance Broker,32704,381708,Vehicle loan,5234,1744,3,5232,8,3
5217,NEKOR654655640,Tour Guide,81780,2259583,Vehicle loan,49821,16607,3,49821,1,3
5218,NEKOR240202190,Lawyer/Accountant,18891,3130173,Vehicle loan,4340,180,19,3420,7,24
5219,NEKOR511379562,Retired,10718,4251397,Personal loan,8116,450,16,7200,8,18
5220,NEKOR850892426,Lawyer/Accountant,50949,3370585,Personal loan,45941,1276,25,31900,9,36
5221,NEKOR677779590,Other,13368,3503363,Personal loan,9490,263,17,4471,5,36
5222,NEKOR882476388,Lawyer/Accountant,56972,3258502,Personal loan,41190,6865,4,27460,9,6
5223,NEKOR837570839,Agent/Insurance Broker,24336,271198,Occupational Loans,8176,2725,3,8175,2,3
5224,NEKOR219635280,Student,32905,103601,Occupational Loans,23428,650,32,20800,4,36
5225,NEKOR144469737,Politician/Family Member or Close Asscociates,23250,6925619,Occupational Loans,15895,883,18,15894,3,18
5226,NEKOR110675838,Agent/Insurance Broker,5985,487434,Occupational Loans,4271,118,23,2714,3,36
5227,NEKOR721260260,Docter/Nurse/Pharmacist,7911,1776530,Personal loan,7755,2585,3,7755,7,3
5228,NEKOR392740943,Student,5733,43881,Vehicle loan,4473,186,15,2790,8,24
5229,NEKOR263578997,Teacher/Instructor,39540,1109959,Occupational Loans,20367,2263,3,6789,7,9
5230,NEKOR495090079,Tour Guide,29141,1093040,Vehicle loan,23394,974,24,23376,3,24
5231,NEKOR464861380,Charity Officer,4513,680101,Vehicle loan,3296,1098,3,3294,3,3
5232,NEKOR196506599,Judge/Attorney,10347,688789,Personal loan,8248,458,7,3206,9,18
5233,NEKOR215936528,Student,13185,57966,Personal loan,4695,260,14,3640,4,18
5234,NEKOR779405570,Street Vendor,33436,177459,Personal loan,32933,1372,16,21952,8,24
5235,NEKOR810940473,Househusband/Housewife/Unemployed,3080,167785,Personal loan,3072,85,12,1020,9,36
5236,NEKOR534148187,Employee,24955,74781,Occupational Loans,20531,3421,6,20526,4,6
5237,NEKOR418494308,Other,41474,3447818,Occupational Loans,14347,4782,3,14346,6,3
5238,NEKOR400804053,Teacher/Instructor,24608,2003958,Personal loan,3271,181,8,1448,5,18
5239,NEKOR659650520,Police/Military,8635,686380,Occupational Loans,4402,183,4,732,9,24
5240,NEKOR100246768,Docter/Nurse/Pharmacist,44898,573058,Vehicle loan,37606,2089,4,8356,10,18
5241,NEKOR940455501,Lawyer/Accountant,119410,6163056,Occupational Loans,116641,19440,6,116640,4,6
5242,NEKOR699283602,Lawyer/Accountant,30916,2312266,Occupational Loans,9144,3048,3,9144,3,3
5243,NEKOR903434662,Police/Military,7352,476721,Vehicle loan,4755,264,5,1320,0,18
5244,NEKOR091362119,Other,38482,2046545,Personal loan,27363,760,12,9120,0,36
5245,NEKOR592300009,Lawyer/Accountant,78408,3363910,Occupational Loans,17065,474,10,4740,9,36
5246,NEKOR066633789,Student,18540,144977,Occupational Loans,9833,273,17,4641,7,36
5247,NEKOR785942683,Business Owner/Personal Business,55874,5242219,Personal loan,34536,5756,3,17268,1,6
5248,NEKOR114330096,Househusband/Housewife/Unemployed,4724,185579,Vehicle loan,3318,368,4,1472,8,9
5249,NEKOR745178410,Employee,5609,10682,Occupational Loans,3188,531,6,3186,7,6
5250,NEKOR933459750,Judge/Attorney,142609,464187,Personal loan,118416,39472,3,118416,3,3
5251,NEKOR026422071,Househusband/Housewife/Unemployed,6940,108599,Occupational Loans,4248,472,6,2832,7,9
5252,NEKOR035018855,Tour Guide,43263,144501,Vehicle loan,39333,1092,14,15288,8,36
5253,NEKOR418766565,Student,12590,13297,Personal loan,9530,3176,3,9528,8,3
5254,NEKOR042526891,Judge/Attorney,56606,3223505,Vehicle loan,26848,2237,6,13422,3,12
5255,NEKOR015620433,Tour Guide,25338,1623341,Personal loan,23024,7674,3,23022,8,3
5256,NEKOR649915769,Judge/Attorney,111685,2487843,Vehicle loan,98445,32815,3,98445,10,3
5257,NEKOR269766695,Retired,9502,1532448,Vehicle loan,7099,197,6,1182,5,36
5258,NEKOR762627767,Charity Officer,10888,209910,Vehicle loan,5077,846,4,3384,3,6
5259,NEKOR564324198,Lawyer/Accountant,41437,3272675,Vehicle loan,12835,4278,3,12834,4,3
5260,NEKOR371555527,Other,9700,3129578,Vehicle loan,6980,387,3,1161,3,18
5261,NEKOR601790518,Other,43732,2692710,Personal loan,42832,3569,6,21414,9,12
5262,NEKOR894206150,Employee,9286,35736,Occupational Loans,7512,2504,3,7512,0,3
5263,NEKOR845570634,Docter/Nurse/Pharmacist,55485,1649590,Occupational Loans,31070,3452,8,27616,10,9
5264,NEKOR957516727,Street Vendor,11891,927793,Occupational Loans,4214,234,5,1170,10,18
5265,NEKOR007854676,Tour Guide,20095,4052667,Occupational Loans,16772,698,14,9772,2,24
5266,NEKOR529813214,Business Owner/Personal Business,147556,4869123,Vehicle loan,83686,9298,6,55788,8,9
5267,NEKOR780459759,Retired,14263,1031802,Personal loan,13234,1102,5,5510,4,12
5268,NEKOR897349540,Charity Officer,10800,632232,Vehicle loan,9603,533,18,9594,1,18
5269,NEKOR781352714,Business Owner/Personal Business,112504,118859,Personal loan,108434,18072,6,108432,9,6
5270,NEKOR013839033,Other,36500,548677,Vehicle loan,15393,641,9,5769,3,24
5271,NEKOR816365542,Retired,24847,5803499,Vehicle loan,15936,664,14,9296,3,24
5272,NEKOR711528966,Student,22458,154815,Vehicle loan,8434,234,3,702,7,36
5273,NEKOR740128966,Lawyer/Accountant,46490,6463446,Personal loan,38863,1619,10,16190,10,24
5274,NEKOR029616589,Househusband/Housewife/Unemployed,5817,104514,Occupational Loans,4259,1419,3,4257,1,3
5275,NEKOR500276959,Politician/Family Member or Close Asscociates,11403,768104,Personal loan,6443,536,11,5896,0,12
5276,NEKOR838585365,Police/Military,7388,1185678,Personal loan,4660,776,4,3104,10,6
5277,NEKOR856592106,Street Vendor,15056,455915,Personal loan,3134,522,5,2610,7,6
5278,NEKOR348423300,Retired,22676,6810894,Vehicle loan,4431,246,12,2952,5,18
5279,NEKOR722011742,Retired,16587,7717823,Personal loan,12473,346,4,1384,8,36
5280,NEKOR289939066,Judge/Attorney,38326,1767703,Occupational Loans,15441,2573,5,12865,2,6
5281,NEKOR898335569,Docter/Nurse/Pharmacist,49475,1149973,Vehicle loan,7349,306,8,2448,3,24
5282,NEKOR977746803,Teacher/Instructor,5294,4326955,Occupational Loans,4830,1610,3,4830,4,3
5283,NEKOR922203759,Tour Guide,20384,3421473,Occupational Loans,19222,6407,3,19221,8,3
5284,NEKOR984811261,Retired,21334,8347425,Occupational Loans,20652,1147,9,10323,6,18
5285,NEKOR603004439,Police/Military,30861,737897,Occupational Loans,5897,491,11,5401,6,12
5286,NEKOR673585797,Tour Guide,54188,3600960,Personal loan,6071,505,10,5050,3,12
5287,NEKOR588479509,Retired,17735,5287388,Occupational Loans,17426,2904,6,17424,5,6
5288,NEKOR931965008,Business Owner/Personal Business,45783,1517582,Personal loan,38966,2164,13,28132,8,18
5289,NEKOR878855814,Politician/Family Member or Close Asscociates,4955,299761,Vehicle loan,3798,158,6,948,10,24
5290,NEKOR393731271,Other,54754,205894,Vehicle loan,22268,3711,3,11133,2,6
5291,NEKOR273773876,Charity Officer,16006,819415,Vehicle loan,10525,1169,9,10521,2,9
5292,NEKOR396944894,Business Owner/Personal Business,44974,1135359,Occupational Loans,7665,212,35,7420,9,36
5293,NEKOR066905177,Police/Military,3952,260317,Personal loan,3397,94,14,1316,7,36
5294,NEKOR923327573,Teacher/Instructor,6052,75980,Occupational Loans,3562,395,7,2765,7,9
5295,NEKOR457992798,Judge/Attorney,107456,4523618,Occupational Loans,63105,2629,8,21032,3,24
5296,NEKOR597125925,Tour Guide,16927,2099787,Personal loan,9180,382,16,6112,4,24
5297,NEKOR477396616,Lawyer/Accountant,8839,4620578,Vehicle loan,7709,214,3,642,2,36
5298,NEKOR587884362,Politician/Family Member or Close Asscociates,13087,9751348,Vehicle loan,5467,227,11,2497,7,24
5299,NEKOR029708009,Agent/Insurance Broker,23372,492854,Vehicle loan,12925,1436,7,10052,3,9
5300,NEKOR427785073,Police/Military,6173,425149,Personal loan,4037,448,6,2688,3,9
5301,NEKOR104768742,Tour Guide,38899,2807027,Personal loan,3103,344,9,3096,1,9
5302,NEKOR314615489,Other,39580,4214707,Occupational Loans,24408,8136,3,24408,6,3
5303,NEKOR776896151,Politician/Family Member or Close Asscociates,12171,754945,Occupational Loans,5435,150,23,3450,2,36
5304,NEKOR158044602,Politician/Family Member or Close Asscociates,18521,5424429,Vehicle loan,3982,442,9,3978,9,9
5305,NEKOR246062748,Househusband/Housewife/Unemployed,4332,196182,Vehicle loan,4233,352,10,3520,4,12
5306,NEKOR327166753,Tour Guide,12452,402597,Personal loan,10448,870,9,7830,10,12
5307,NEKOR058011997,Docter/Nurse/Pharmacist,46132,1397687,Personal loan,37710,6285,5,31425,9,6
5308,NEKOR300348945,Other,17935,4993106,Personal loan,7930,1321,4,5284,1,6
5309,NEKOR501895053,Employee,23740,68896,Personal loan,20507,2278,4,9112,7,9
5310,NEKOR541574641,Street Vendor,49514,322407,Vehicle loan,31744,10581,3,31743,6,3
5311,NEKOR475851795,Judge/Attorney,91409,3952156,Personal loan,37293,2071,7,14497,6,18
5312,NEKOR777060891,Retired,9209,5194014,Personal loan,5308,294,3,882,4,18
5313,NEKOR606101107,Judge/Attorney,89418,4796548,Vehicle loan,55651,6183,3,18549,3,9
5314,NEKOR286574669,Employee,9079,94992,Personal loan,8230,228,21,4788,0,36
5315,NEKOR189826194,Street Vendor,3677,3714827,Vehicle loan,3622,150,23,3450,9,24
5316,NEKOR476575370,Tour Guide,3860,3588755,Vehicle loan,3633,1211,3,3633,7,3
